Date,Control Point,Arrival / Departure,Hong Kong Residents,Mainland Visitors,Other Visitors,Total
20-09-2022,Airport,Arrival,3557,1406,427,5390
20-09-2022,Airport,Departure,3981,1480,396,5857
20-09-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
20-09-2022,Express Rail Link West Kowloon,Departure,0,0,0,0
20-09-2022,Hung Hom,Arrival,0,0,0,0
20-09-2022,Hung Hom,Departure,0,0,0,0
20-09-2022,Lo Wu,Arrival,0,0,0,0
20-09-2022,Lo Wu,Departure,0,0,0,0
20-09-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
20-09-2022,Lok Ma Chau Spur Line,Departure,0,0,0,0
20-09-2022,Heung Yuen Wai,Arrival,0,0,0,0
20-09-2022,Heung Yuen Wai,Departure,0,0,0,0
20-09-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,165,48,34,247
20-09-2022,Hong Kong-Zhuhai-Macao Bridge,Departure,210,144,25,379
20-09-2022,Lok Ma Chau,Arrival,0,0,0,0
20-09-2022,Lok Ma Chau,Departure,0,0,0,0
20-09-2022,Man Kam To,Arrival,0,0,0,0
20-09-2022,Man Kam To,Departure,0,0,0,0
20-09-2022,Sha Tau Kok,Arrival,0,0,0,0
20-09-2022,Sha Tau Kok,Departure,0,0,0,0
20-09-2022,Shenzhen Bay,Arrival,1415,263,20,1698
20-09-2022,Shenzhen Bay,Departure,1095,320,32,1447
20-09-2022,China Ferry Terminal,Arrival,0,0,0,0
20-09-2022,China Ferry Terminal,Departure,0,0,0,0
20-09-2022,Harbour Control,Arrival,0,0,0,0
20-09-2022,Harbour Control,Departure,0,0,0,0
20-09-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
20-09-2022,Kai Tak Cruise Terminal,Departure,0,0,0,0
20-09-2022,Macau Ferry Terminal,Arrival,0,0,0,0
20-09-2022,Macau Ferry Terminal,Departure,0,0,0,0
21-09-2022,Airport,Arrival,2832,1645,344,4821
21-09-2022,Airport,Departure,3189,1031,333,4553
21-09-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
21-09-2022,Express Rail Link West Kowloon,Departure,0,0,0,0
21-09-2022,Hung Hom,Arrival,0,0,0,0
21-09-2022,Hung Hom,Departure,0,0,0,0
21-09-2022,Lo Wu,Arrival,0,0,0,0
21-09-2022,Lo Wu,Departure,0,0,0,0
21-09-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
21-09-2022,Lok Ma Chau Spur Line,Departure,0,0,0,0
21-09-2022,Heung Yuen Wai,Arrival,0,0,0,0
21-09-2022,Heung Yuen Wai,Departure,0,0,0,0
21-09-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,162,55,35,252
21-09-2022,Hong Kong-Zhuhai-Macao Bridge,Departure,193,162,20,375
21-09-2022,Lok Ma Chau,Arrival,0,0,0,0
21-09-2022,Lok Ma Chau,Departure,0,0,0,0
21-09-2022,Man Kam To,Arrival,0,0,0,0
21-09-2022,Man Kam To,Departure,0,0,0,0
21-09-2022,Sha Tau Kok,Arrival,0,0,0,0
21-09-2022,Sha Tau Kok,Departure,0,0,0,0
21-09-2022,Shenzhen Bay,Arrival,1317,305,20,1642
21-09-2022,Shenzhen Bay,Departure,1130,333,22,1485
21-09-2022,China Ferry Terminal,Arrival,0,0,0,0
21-09-2022,China Ferry Terminal,Departure,0,0,0,0
21-09-2022,Harbour Control,Arrival,0,0,0,0
21-09-2022,Harbour Control,Departure,0,0,0,0
21-09-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
21-09-2022,Kai Tak Cruise Terminal,Departure,0,0,0,0
21-09-2022,Macau Ferry Terminal,Arrival,0,0,0,0
21-09-2022,Macau Ferry Terminal,Departure,0,0,0,0
22-09-2022,Airport,Arrival,3492,1194,432,5118
22-09-2022,Airport,Departure,3057,1154,303,4514
22-09-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
22-09-2022,Express Rail Link West Kowloon,Departure,0,0,0,0
22-09-2022,Hung Hom,Arrival,0,0,0,0
22-09-2022,Hung Hom,Departure,0,0,0,0
22-09-2022,Lo Wu,Arrival,0,0,0,0
22-09-2022,Lo Wu,Departure,0,0,0,0
22-09-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
22-09-2022,Lok Ma Chau Spur Line,Departure,0,0,0,0
22-09-2022,Heung Yuen Wai,Arrival,0,0,0,0
22-09-2022,Heung Yuen Wai,Departure,0,0,0,0
22-09-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,127,50,33,210
22-09-2022,Hong Kong-Zhuhai-Macao Bridge,Departure,187,180,20,387
22-09-2022,Lok Ma Chau,Arrival,0,0,0,0
22-09-2022,Lok Ma Chau,Departure,0,0,0,0
22-09-2022,Man Kam To,Arrival,0,0,0,0
22-09-2022,Man Kam To,Departure,0,0,0,0
22-09-2022,Sha Tau Kok,Arrival,0,0,0,0
22-09-2022,Sha Tau Kok,Departure,0,0,0,0
22-09-2022,Shenzhen Bay,Arrival,1117,240,27,1384
22-09-2022,Shenzhen Bay,Departure,1152,359,34,1545
22-09-2022,China Ferry Terminal,Arrival,0,0,0,0
22-09-2022,China Ferry Terminal,Departure,0,0,0,0
22-09-2022,Harbour Control,Arrival,0,0,0,0
22-09-2022,Harbour Control,Departure,0,0,0,0
22-09-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
22-09-2022,Kai Tak Cruise Terminal,Departure,0,0,0,0
22-09-2022,Macau Ferry Terminal,Arrival,0,0,0,0
22-09-2022,Macau Ferry Terminal,Departure,0,0,0,0
23-09-2022,Airport,Arrival,3345,1113,433,4891
23-09-2022,Airport,Departure,4488,1563,455,6506
23-09-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
23-09-2022,Express Rail Link West Kowloon,Departure,0,0,0,0
23-09-2022,Hung Hom,Arrival,0,0,0,0
23-09-2022,Hung Hom,Departure,0,0,0,0
23-09-2022,Lo Wu,Arrival,0,0,0,0
23-09-2022,Lo Wu,Departure,0,0,0,0
23-09-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
23-09-2022,Lok Ma Chau Spur Line,Departure,0,0,0,0
23-09-2022,Heung Yuen Wai,Arrival,0,0,0,0
23-09-2022,Heung Yuen Wai,Departure,0,0,0,0
23-09-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,144,68,39,251
23-09-2022,Hong Kong-Zhuhai-Macao Bridge,Departure,202,142,18,362
23-09-2022,Lok Ma Chau,Arrival,0,0,0,0
23-09-2022,Lok Ma Chau,Departure,0,0,0,0
23-09-2022,Man Kam To,Arrival,0,0,0,0
23-09-2022,Man Kam To,Departure,0,0,0,0
23-09-2022,Sha Tau Kok,Arrival,0,0,0,0
23-09-2022,Sha Tau Kok,Departure,0,0,0,0
23-09-2022,Shenzhen Bay,Arrival,1330,293,25,1648
23-09-2022,Shenzhen Bay,Departure,1243,343,27,1613
23-09-2022,China Ferry Terminal,Arrival,0,0,0,0
23-09-2022,China Ferry Terminal,Departure,0,0,0,0
23-09-2022,Harbour Control,Arrival,0,0,0,0
23-09-2022,Harbour Control,Departure,0,0,0,0
23-09-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
23-09-2022,Kai Tak Cruise Terminal,Departure,0,0,0,0
23-09-2022,Macau Ferry Terminal,Arrival,0,0,0,0
23-09-2022,Macau Ferry Terminal,Departure,0,0,0,0
24-09-2022,Airport,Arrival,2416,1125,293,3834
24-09-2022,Airport,Departure,3695,906,342,4943
24-09-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
24-09-2022,Express Rail Link West Kowloon,Departure,0,0,0,0
24-09-2022,Hung Hom,Arrival,0,0,0,0
24-09-2022,Hung Hom,Departure,0,0,0,0
24-09-2022,Lo Wu,Arrival,0,0,0,0
24-09-2022,Lo Wu,Departure,0,0,0,0
24-09-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
24-09-2022,Lok Ma Chau Spur Line,Departure,0,0,0,0
24-09-2022,Heung Yuen Wai,Arrival,0,0,0,0
24-09-2022,Heung Yuen Wai,Departure,0,0,0,0
24-09-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,143,41,59,243
24-09-2022,Hong Kong-Zhuhai-Macao Bridge,Departure,152,157,20,329
24-09-2022,Lok Ma Chau,Arrival,0,0,0,0
24-09-2022,Lok Ma Chau,Departure,0,0,0,0
24-09-2022,Man Kam To,Arrival,0,0,0,0
24-09-2022,Man Kam To,Departure,0,0,0,0
24-09-2022,Sha Tau Kok,Arrival,0,0,0,0
24-09-2022,Sha Tau Kok,Departure,0,0,0,0
24-09-2022,Shenzhen Bay,Arrival,1401,341,24,1766
24-09-2022,Shenzhen Bay,Departure,1466,399,36,1901
24-09-2022,China Ferry Terminal,Arrival,0,0,0,0
24-09-2022,China Ferry Terminal,Departure,0,0,0,0
24-09-2022,Harbour Control,Arrival,0,0,0,0
24-09-2022,Harbour Control,Departure,0,0,0,0
24-09-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
24-09-2022,Kai Tak Cruise Terminal,Departure,0,0,0,0
24-09-2022,Macau Ferry Terminal,Arrival,0,0,0,0
24-09-2022,Macau Ferry Terminal,Departure,0,0,0,0
25-09-2022,Airport,Arrival,3667,1242,347,5256
25-09-2022,Airport,Departure,4946,1402,510,6858
25-09-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
25-09-2022,Express Rail Link West Kowloon,Departure,0,0,0,0
25-09-2022,Hung Hom,Arrival,0,0,0,0
25-09-2022,Hung Hom,Departure,0,0,0,0
25-09-2022,Lo Wu,Arrival,0,0,0,0
25-09-2022,Lo Wu,Departure,0,0,0,0
25-09-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
25-09-2022,Lok Ma Chau Spur Line,Departure,0,0,0,0
25-09-2022,Heung Yuen Wai,Arrival,0,0,0,0
25-09-2022,Heung Yuen Wai,Departure,0,0,0,0
25-09-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,196,46,28,270
25-09-2022,Hong Kong-Zhuhai-Macao Bridge,Departure,164,176,25,365
25-09-2022,Lok Ma Chau,Arrival,0,0,0,0
25-09-2022,Lok Ma Chau,Departure,0,0,0,0
25-09-2022,Man Kam To,Arrival,0,0,0,0
25-09-2022,Man Kam To,Departure,0,0,0,0
25-09-2022,Sha Tau Kok,Arrival,0,0,0,0
25-09-2022,Sha Tau Kok,Departure,0,0,0,0
25-09-2022,Shenzhen Bay,Arrival,1593,297,23,1913
25-09-2022,Shenzhen Bay,Departure,1234,391,26,1651
25-09-2022,China Ferry Terminal,Arrival,0,0,0,0
25-09-2022,China Ferry Terminal,Departure,0,0,0,0
25-09-2022,Harbour Control,Arrival,0,0,0,0
25-09-2022,Harbour Control,Departure,0,0,0,0
25-09-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
25-09-2022,Kai Tak Cruise Terminal,Departure,0,0,0,0
25-09-2022,Macau Ferry Terminal,Arrival,0,0,0,0
25-09-2022,Macau Ferry Terminal,Departure,0,0,0,0
26-09-2022,Airport,Arrival,2921,1308,298,4527
26-09-2022,Airport,Departure,3400,694,330,4424
26-09-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
26-09-2022,Express Rail Link West Kowloon,Departure,0,0,0,0
26-09-2022,Hung Hom,Arrival,0,0,0,0
26-09-2022,Hung Hom,Departure,0,0,0,0
26-09-2022,Lo Wu,Arrival,0,0,0,0
26-09-2022,Lo Wu,Departure,0,0,0,0
26-09-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
26-09-2022,Lok Ma Chau Spur Line,Departure,0,0,0,0
26-09-2022,Heung Yuen Wai,Arrival,0,0,0,0
26-09-2022,Heung Yuen Wai,Departure,0,0,0,0
26-09-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,169,38,24,231
26-09-2022,Hong Kong-Zhuhai-Macao Bridge,Departure,159,173,27,359
26-09-2022,Lok Ma Chau,Arrival,0,0,0,0
26-09-2022,Lok Ma Chau,Departure,0,0,0,0
26-09-2022,Man Kam To,Arrival,0,0,0,0
26-09-2022,Man Kam To,Departure,0,0,0,0
26-09-2022,Sha Tau Kok,Arrival,0,0,0,0
26-09-2022,Sha Tau Kok,Departure,0,0,0,0
26-09-2022,Shenzhen Bay,Arrival,1426,278,20,1724
26-09-2022,Shenzhen Bay,Departure,1192,382,28,1602
26-09-2022,China Ferry Terminal,Arrival,0,0,0,0
26-09-2022,China Ferry Terminal,Departure,0,0,0,0
26-09-2022,Harbour Control,Arrival,0,0,0,0
26-09-2022,Harbour Control,Departure,0,0,0,0
26-09-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
26-09-2022,Kai Tak Cruise Terminal,Departure,0,0,0,0
26-09-2022,Macau Ferry Terminal,Arrival,0,0,0,0
26-09-2022,Macau Ferry Terminal,Departure,0,0,0,0
27-09-2022,Airport,Arrival,3893,1196,460,5549
27-09-2022,Airport,Departure,4408,1302,413,6123
27-09-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
27-09-2022,Express Rail Link West Kowloon,Departure,0,0,0,0
27-09-2022,Hung Hom,Arrival,0,0,0,0
27-09-2022,Hung Hom,Departure,0,0,0,0
27-09-2022,Lo Wu,Arrival,0,0,0,0
27-09-2022,Lo Wu,Departure,0,0,0,0
27-09-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
27-09-2022,Lok Ma Chau Spur Line,Departure,0,0,0,0
27-09-2022,Heung Yuen Wai,Arrival,0,0,0,0
27-09-2022,Heung Yuen Wai,Departure,0,0,0,0
27-09-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,176,43,39,258
27-09-2022,Hong Kong-Zhuhai-Macao Bridge,Departure,208,153,19,380
27-09-2022,Lok Ma Chau,Arrival,0,0,0,0
27-09-2022,Lok Ma Chau,Departure,0,0,0,0
27-09-2022,Man Kam To,Arrival,0,0,0,0
27-09-2022,Man Kam To,Departure,0,0,0,0
27-09-2022,Sha Tau Kok,Arrival,0,0,0,0
27-09-2022,Sha Tau Kok,Departure,0,0,0,0
27-09-2022,Shenzhen Bay,Arrival,1450,285,16,1751
27-09-2022,Shenzhen Bay,Departure,1238,377,25,1640
27-09-2022,China Ferry Terminal,Arrival,0,0,0,0
27-09-2022,China Ferry Terminal,Departure,0,0,0,0
27-09-2022,Harbour Control,Arrival,0,0,0,0
27-09-2022,Harbour Control,Departure,0,0,0,0
27-09-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
27-09-2022,Kai Tak Cruise Terminal,Departure,0,0,0,0
27-09-2022,Macau Ferry Terminal,Arrival,0,0,0,0
27-09-2022,Macau Ferry Terminal,Departure,0,0,0,0
28-09-2022,Airport,Arrival,3292,1371,480,5143
28-09-2022,Airport,Departure,4174,1035,431,5640
28-09-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
28-09-2022,Express Rail Link West Kowloon,Departure,0,0,0,0
28-09-2022,Hung Hom,Arrival,0,0,0,0
28-09-2022,Hung Hom,Departure,0,0,0,0
28-09-2022,Lo Wu,Arrival,0,0,0,0
28-09-2022,Lo Wu,Departure,0,0,0,0
28-09-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
28-09-2022,Lok Ma Chau Spur Line,Departure,0,0,0,0
28-09-2022,Heung Yuen Wai,Arrival,0,0,0,0
28-09-2022,Heung Yuen Wai,Departure,0,0,0,0
28-09-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,195,44,38,277
28-09-2022,Hong Kong-Zhuhai-Macao Bridge,Departure,191,145,23,359
28-09-2022,Lok Ma Chau,Arrival,0,0,0,0
28-09-2022,Lok Ma Chau,Departure,0,0,0,0
28-09-2022,Man Kam To,Arrival,0,0,0,0
28-09-2022,Man Kam To,Departure,0,0,0,0
28-09-2022,Sha Tau Kok,Arrival,0,0,0,0
28-09-2022,Sha Tau Kok,Departure,0,0,0,0
28-09-2022,Shenzhen Bay,Arrival,1787,267,40,2094
28-09-2022,Shenzhen Bay,Departure,1227,288,26,1541
28-09-2022,China Ferry Terminal,Arrival,0,0,0,0
28-09-2022,China Ferry Terminal,Departure,0,0,0,0
28-09-2022,Harbour Control,Arrival,0,0,0,0
28-09-2022,Harbour Control,Departure,0,0,0,0
28-09-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
28-09-2022,Kai Tak Cruise Terminal,Departure,0,0,0,0
28-09-2022,Macau Ferry Terminal,Arrival,0,0,0,0
28-09-2022,Macau Ferry Terminal,Departure,0,0,0,0
29-09-2022,Airport,Arrival,3799,1115,550,5464
29-09-2022,Airport,Departure,4422,1169,441,6032
29-09-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
29-09-2022,Express Rail Link West Kowloon,Departure,0,0,0,0
29-09-2022,Hung Hom,Arrival,0,0,0,0
29-09-2022,Hung Hom,Departure,0,0,0,0
29-09-2022,Lo Wu,Arrival,0,0,0,0
29-09-2022,Lo Wu,Departure,0,0,0,0
29-09-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
29-09-2022,Lok Ma Chau Spur Line,Departure,0,0,0,0
29-09-2022,Heung Yuen Wai,Arrival,0,0,0,0
29-09-2022,Heung Yuen Wai,Departure,0,0,0,0
29-09-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,202,43,30,275
29-09-2022,Hong Kong-Zhuhai-Macao Bridge,Departure,192,136,30,358
29-09-2022,Lok Ma Chau,Arrival,0,0,0,0
29-09-2022,Lok Ma Chau,Departure,0,0,0,0
29-09-2022,Man Kam To,Arrival,0,0,0,0
29-09-2022,Man Kam To,Departure,0,0,0,0
29-09-2022,Sha Tau Kok,Arrival,0,0,0,0
29-09-2022,Sha Tau Kok,Departure,0,0,0,0
29-09-2022,Shenzhen Bay,Arrival,1759,339,35,2133
29-09-2022,Shenzhen Bay,Departure,1212,340,23,1575
29-09-2022,China Ferry Terminal,Arrival,0,0,0,0
29-09-2022,China Ferry Terminal,Departure,0,0,0,0
29-09-2022,Harbour Control,Arrival,0,0,0,0
29-09-2022,Harbour Control,Departure,0,0,0,0
29-09-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
29-09-2022,Kai Tak Cruise Terminal,Departure,0,0,0,0
29-09-2022,Macau Ferry Terminal,Arrival,0,0,0,0
29-09-2022,Macau Ferry Terminal,Departure,0,0,0,0
30-09-2022,Airport,Arrival,4031,1432,645,6108
30-09-2022,Airport,Departure,7252,1478,534,9264
30-09-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
30-09-2022,Express Rail Link West Kowloon,Departure,0,0,0,0
30-09-2022,Hung Hom,Arrival,0,0,0,0
30-09-2022,Hung Hom,Departure,0,0,0,0
30-09-2022,Lo Wu,Arrival,0,0,0,0
30-09-2022,Lo Wu,Departure,0,0,0,0
30-09-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
30-09-2022,Lok Ma Chau Spur Line,Departure,0,0,0,0
30-09-2022,Heung Yuen Wai,Arrival,0,0,0,0
30-09-2022,Heung Yuen Wai,Departure,0,0,0,0
30-09-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,228,31,26,285
30-09-2022,Hong Kong-Zhuhai-Macao Bridge,Departure,207,94,19,320
30-09-2022,Lok Ma Chau,Arrival,0,0,0,0
30-09-2022,Lok Ma Chau,Departure,0,0,0,0
30-09-2022,Man Kam To,Arrival,0,0,0,0
30-09-2022,Man Kam To,Departure,0,0,0,0
30-09-2022,Sha Tau Kok,Arrival,0,0,0,0
30-09-2022,Sha Tau Kok,Departure,0,0,0,0
30-09-2022,Shenzhen Bay,Arrival,2098,363,53,2514
30-09-2022,Shenzhen Bay,Departure,1145,351,34,1530
30-09-2022,China Ferry Terminal,Arrival,0,0,0,0
30-09-2022,China Ferry Terminal,Departure,0,0,0,0
30-09-2022,Harbour Control,Arrival,0,0,0,0
30-09-2022,Harbour Control,Departure,0,0,0,0
30-09-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
30-09-2022,Kai Tak Cruise Terminal,Departure,0,0,0,0
30-09-2022,Macau Ferry Terminal,Arrival,0,0,0,0
30-09-2022,Macau Ferry Terminal,Departure,0,0,0,0
01-10-2022,Airport,Arrival,3650,1076,572,5298
01-10-2022,Airport,Departure,7170,932,582,8684
01-10-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
01-10-2022,Express Rail Link West Kowloon,Departure,0,0,0,0
01-10-2022,Hung Hom,Arrival,0,0,0,0
01-10-2022,Hung Hom,Departure,0,0,0,0
01-10-2022,Lo Wu,Arrival,0,0,0,0
01-10-2022,Lo Wu,Departure,0,0,0,0
01-10-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
01-10-2022,Lok Ma Chau Spur Line,Departure,0,0,0,0
01-10-2022,Heung Yuen Wai,Arrival,0,0,0,0
01-10-2022,Heung Yuen Wai,Departure,0,0,0,0
01-10-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,189,30,77,296
01-10-2022,Hong Kong-Zhuhai-Macao Bridge,Departure,201,121,16,338
01-10-2022,Lok Ma Chau,Arrival,0,0,0,0
01-10-2022,Lok Ma Chau,Departure,0,0,0,0
01-10-2022,Man Kam To,Arrival,0,0,0,0
01-10-2022,Man Kam To,Departure,0,0,0,0
01-10-2022,Sha Tau Kok,Arrival,0,0,0,0
01-10-2022,Sha Tau Kok,Departure,0,0,0,0
01-10-2022,Shenzhen Bay,Arrival,1052,276,34,1362
01-10-2022,Shenzhen Bay,Departure,1178,368,31,1577
01-10-2022,China Ferry Terminal,Arrival,0,0,0,0
01-10-2022,China Ferry Terminal,Departure,0,0,0,0
01-10-2022,Harbour Control,Arrival,0,0,0,0
01-10-2022,Harbour Control,Departure,0,0,0,0
01-10-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
01-10-2022,Kai Tak Cruise Terminal,Departure,0,0,0,0
01-10-2022,Macau Ferry Terminal,Arrival,0,0,0,0
01-10-2022,Macau Ferry Terminal,Departure,0,0,0,0
02-10-2022,Airport,Arrival,5490,972,732,7194
02-10-2022,Airport,Departure,5797,1332,592,7721
02-10-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
02-10-2022,Express Rail Link West Kowloon,Departure,0,0,0,0
02-10-2022,Hung Hom,Arrival,0,0,0,0
02-10-2022,Hung Hom,Departure,0,0,0,0
02-10-2022,Lo Wu,Arrival,0,0,0,0
02-10-2022,Lo Wu,Departure,0,0,0,0
02-10-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
02-10-2022,Lok Ma Chau Spur Line,Departure,0,0,0,0
02-10-2022,Heung Yuen Wai,Arrival,0,0,0,0
02-10-2022,Heung Yuen Wai,Departure,0,0,0,0
02-10-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,178,30,34,242
02-10-2022,Hong Kong-Zhuhai-Macao Bridge,Departure,200,161,25,386
02-10-2022,Lok Ma Chau,Arrival,0,0,0,0
02-10-2022,Lok Ma Chau,Departure,0,0,0,0
02-10-2022,Man Kam To,Arrival,0,0,0,0
02-10-2022,Man Kam To,Departure,0,0,0,0
02-10-2022,Sha Tau Kok,Arrival,0,0,0,0
02-10-2022,Sha Tau Kok,Departure,0,0,0,0
02-10-2022,Shenzhen Bay,Arrival,1171,258,28,1457
02-10-2022,Shenzhen Bay,Departure,1127,355,40,1522
02-10-2022,China Ferry Terminal,Arrival,0,0,0,0
02-10-2022,China Ferry Terminal,Departure,0,0,0,0
02-10-2022,Harbour Control,Arrival,0,0,0,0
02-10-2022,Harbour Control,Departure,0,0,0,0
02-10-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
02-10-2022,Kai Tak Cruise Terminal,Departure,0,0,0,0
02-10-2022,Macau Ferry Terminal,Arrival,0,0,0,0
02-10-2022,Macau Ferry Terminal,Departure,0,0,0,0
03-10-2022,Airport,Arrival,4400,1574,722,6696
03-10-2022,Airport,Departure,4220,609,421,5250
03-10-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
03-10-2022,Express Rail Link West Kowloon,Departure,0,0,0,0
03-10-2022,Hung Hom,Arrival,0,0,0,0
03-10-2022,Hung Hom,Departure,0,0,0,0
03-10-2022,Lo Wu,Arrival,0,0,0,0
03-10-2022,Lo Wu,Departure,0,0,0,0
03-10-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
03-10-2022,Lok Ma Chau Spur Line,Departure,0,0,0,0
03-10-2022,Heung Yuen Wai,Arrival,0,0,0,0
03-10-2022,Heung Yuen Wai,Departure,0,0,0,0
03-10-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,136,28,25,189
03-10-2022,Hong Kong-Zhuhai-Macao Bridge,Departure,172,133,18,323
03-10-2022,Lok Ma Chau,Arrival,0,0,0,0
03-10-2022,Lok Ma Chau,Departure,0,0,0,0
03-10-2022,Man Kam To,Arrival,0,0,0,0
03-10-2022,Man Kam To,Departure,0,0,0,0
03-10-2022,Sha Tau Kok,Arrival,0,0,0,0
03-10-2022,Sha Tau Kok,Departure,0,0,0,0
03-10-2022,Shenzhen Bay,Arrival,1173,234,21,1428
03-10-2022,Shenzhen Bay,Departure,1234,350,32,1616
03-10-2022,China Ferry Terminal,Arrival,0,0,0,0
03-10-2022,China Ferry Terminal,Departure,0,0,0,0
03-10-2022,Harbour Control,Arrival,0,0,0,0
03-10-2022,Harbour Control,Departure,0,0,0,0
03-10-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
03-10-2022,Kai Tak Cruise Terminal,Departure,0,0,0,0
03-10-2022,Macau Ferry Terminal,Arrival,0,0,0,0
03-10-2022,Macau Ferry Terminal,Departure,0,0,0,0
04-10-2022,Airport,Arrival,5977,1004,677,7658
04-10-2022,Airport,Departure,5301,1291,480,7072
04-10-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
04-10-2022,Express Rail Link West Kowloon,Departure,0,0,0,0
04-10-2022,Hung Hom,Arrival,0,0,0,0
04-10-2022,Hung Hom,Departure,0,0,0,0
04-10-2022,Lo Wu,Arrival,0,0,0,0
04-10-2022,Lo Wu,Departure,0,0,0,0
04-10-2022,Lok Ma Chau Spur Line,Arrival,0,0,0,0
04-10-2022,Lok Ma Chau Spur Line,Departure,0,0,0,0
04-10-2022,Heung Yuen Wai,Arrival,0,0,0,0
04-10-2022,Heung Yuen Wai,Departure,0,0,0,0
04-10-2022,Hong Kong-Zhuhai-Macao Bridge,Arrival,172,40,26,238
04-10-2022,Hong Kong-Zhuhai-Macao Bridge,Departure,195,150,31,376
04-10-2022,Lok Ma Chau,Arrival,0,0,0,0
04-10-2022,Lok Ma Chau,Departure,0,0,0,0
04-10-2022,Man Kam To,Arrival,0,0,0,0
04-10-2022,Man Kam To,Departure,0,0,0,0
04-10-2022,Sha Tau Kok,Arrival,0,0,0,0
04-10-2022,Sha Tau Kok,Departure,0,0,0,0
04-10-2022,Shenzhen Bay,Arrival,1218,225,17,1460
04-10-2022,Shenzhen Bay,Departure,1133,355,45,1533
04-10-2022,China Ferry Terminal,Arrival,0,0,0,0
04-10-2022,China Ferry Terminal,Departure,0,0,0,0
04-10-2022,Harbour Control,Arrival,0,0,0,0
04-10-2022,Harbour Control,Departure,0,0,0,0
04-10-2022,Kai Tak Cruise Terminal,Arrival,0,0,0,0
04-10-2022,Kai Tak Cruise Terminal,Departure,0,0,0,0
04-10-2022,Macau Ferry Terminal,Arrival,0,0,0,0
04-10-2022,Macau Ferry Terminal,Departure,0,0,0,0
05-10-2022,Airport,Arrival,4196,1293,593,6082
05-10-2022,Airport,Departure,4231,901,538,5670
05-10-2022,Express Rail Link West Kowloon,Arrival,0,0,0,0
05-10-2022,Express Rail Link West Kowloon,Departure,0,0,0,0
05-10-2022,Hung Hom,Arrival,0,0,0,0
05-10-2022,Hung Hom,Departure,0,0,0,0
05-10-2022,Lo Wu,Arrival,0,0,0,0
