Date,Control Point,Arrival / Departure,Hong Kong Residents,Mainland Visitors,Other Visitors,Total
02-02-2023,Man Kam To,Arrival,1275,475,8,1758
02-02-2023,Man Kam To,Departure,937,396,8,1341
02-02-2023,Sha Tau Kok,Arrival,0,0,0,0
02-02-2023,Sha Tau Kok,Departure,0,0,0,0
02-02-2023,Shenzhen Bay,Arrival,5492,2310,117,7919
02-02-2023,Shenzhen Bay,Departure,4226,2505,522,7253
02-02-2023,China Ferry Terminal,Arrival,340,186,19,545
02-02-2023,China Ferry Terminal,Departure,355,210,26,591
02-02-2023,Harbour Control,Arrival,0,0,0,0
02-02-2023,Harbour Control,Departure,0,0,0,0
02-02-2023,Kai Tak Cruise Terminal,Arrival,0,0,0,0
02-02-2023,Kai Tak Cruise Terminal,Departure,0,0,0,0
02-02-2023,Macau Ferry Terminal,Arrival,3670,169,673,4512
02-02-2023,Macau Ferry Terminal,Departure,4102,282,623,5007
03-02-2023,Airport,Arrival,15487,4576,6473,26536
03-02-2023,Airport,Departure,16961,3651,3724,24336
03-02-2023,Express Rail Link West Kowloon,Arrival,5523,3749,193,9465
03-02-2023,Express Rail Link West Kowloon,Departure,6898,3256,285,10439
03-02-2023,Hung Hom,Arrival,0,0,0,0
03-02-2023,Hung Hom,Departure,0,0,0,0
03-02-2023,Lo Wu,Arrival,0,0,0,0
03-02-2023,Lo Wu,Departure,0,0,0,0
03-02-2023,Lok Ma Chau Spur Line,Arrival,12363,3682,114,16159
03-02-2023,Lok Ma Chau Spur Line,Departure,14783,4233,227,19243
03-02-2023,Heung Yuen Wai,Arrival,0,0,0,0
03-02-2023,Heung Yuen Wai,Departure,0,0,0,0
03-02-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,11223,924,2258,14405
03-02-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,12955,965,1898,15818
03-02-2023,Lok Ma Chau,Arrival,0,0,0,0
03-02-2023,Lok Ma Chau,Departure,0,0,0,0
03-02-2023,Man Kam To,Arrival,1185,565,6,1756
03-02-2023,Man Kam To,Departure,1238,515,6,1759
03-02-2023,Sha Tau Kok,Arrival,0,0,0,0
03-02-2023,Sha Tau Kok,Departure,0,0,0,0
03-02-2023,Shenzhen Bay,Arrival,5464,2353,135,7952
03-02-2023,Shenzhen Bay,Departure,5585,3121,536,9242
03-02-2023,China Ferry Terminal,Arrival,341,231,25,597
03-02-2023,China Ferry Terminal,Departure,470,281,22,773
03-02-2023,Harbour Control,Arrival,0,0,0,0
03-02-2023,Harbour Control,Departure,0,0,0,0
03-02-2023,Kai Tak Cruise Terminal,Arrival,0,0,0,0
03-02-2023,Kai Tak Cruise Terminal,Departure,0,0,0,0
03-02-2023,Macau Ferry Terminal,Arrival,4098,235,905,5238
03-02-2023,Macau Ferry Terminal,Departure,5468,328,676,6472
04-02-2023,Airport,Arrival,17592,4583,5697,27872
04-02-2023,Airport,Departure,15644,3405,3957,23006
04-02-2023,Express Rail Link West Kowloon,Arrival,5075,3926,260,9261
04-02-2023,Express Rail Link West Kowloon,Departure,6627,4283,464,11374
04-02-2023,Hung Hom,Arrival,0,0,0,0
04-02-2023,Hung Hom,Departure,0,0,0,0
04-02-2023,Lo Wu,Arrival,0,0,0,0
04-02-2023,Lo Wu,Departure,0,0,0,0
04-02-2023,Lok Ma Chau Spur Line,Arrival,10927,3981,132,15040
04-02-2023,Lok Ma Chau Spur Line,Departure,12690,4117,221,17028
04-02-2023,Heung Yuen Wai,Arrival,0,0,0,0
04-02-2023,Heung Yuen Wai,Departure,0,0,0,0
04-02-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,13996,775,4686,19457
04-02-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,20302,916,3818,25036
04-02-2023,Lok Ma Chau,Arrival,0,0,0,0
04-02-2023,Lok Ma Chau,Departure,0,0,0,0
04-02-2023,Man Kam To,Arrival,1128,588,16,1732
04-02-2023,Man Kam To,Departure,1074,397,12,1483
04-02-2023,Sha Tau Kok,Arrival,0,0,0,0
04-02-2023,Sha Tau Kok,Departure,0,0,0,0
04-02-2023,Shenzhen Bay,Arrival,4550,2251,190,6991
04-02-2023,Shenzhen Bay,Departure,4492,2996,556,8044
04-02-2023,China Ferry Terminal,Arrival,283,202,10,495
04-02-2023,China Ferry Terminal,Departure,395,250,11,656
04-02-2023,Harbour Control,Arrival,0,0,0,0
04-02-2023,Harbour Control,Departure,0,0,0,0
04-02-2023,Kai Tak Cruise Terminal,Arrival,0,0,0,0
04-02-2023,Kai Tak Cruise Terminal,Departure,0,0,0,0
04-02-2023,Macau Ferry Terminal,Arrival,4250,224,1256,5730
04-02-2023,Macau Ferry Terminal,Departure,6737,319,915,7971
05-02-2023,Airport,Arrival,21913,3859,5410,31182
05-02-2023,Airport,Departure,16539,3598,5739,25876
05-02-2023,Express Rail Link West Kowloon,Arrival,7184,2550,173,9907
05-02-2023,Express Rail Link West Kowloon,Departure,3288,3744,450,7482
05-02-2023,Hung Hom,Arrival,0,0,0,0
05-02-2023,Hung Hom,Departure,0,0,0,0
05-02-2023,Lo Wu,Arrival,0,0,0,0
05-02-2023,Lo Wu,Departure,0,0,0,0
05-02-2023,Lok Ma Chau Spur Line,Arrival,12753,2484,74,15311
05-02-2023,Lok Ma Chau Spur Line,Departure,5043,2991,204,8238
05-02-2023,Heung Yuen Wai,Arrival,0,0,0,0
05-02-2023,Heung Yuen Wai,Departure,0,0,0,0
05-02-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,23156,783,3055,26994
05-02-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,14936,757,4585,20278
05-02-2023,Lok Ma Chau,Arrival,0,0,0,0
05-02-2023,Lok Ma Chau,Departure,0,0,0,0
05-02-2023,Man Kam To,Arrival,1137,332,8,1477
05-02-2023,Man Kam To,Departure,358,234,8,600
05-02-2023,Sha Tau Kok,Arrival,0,0,0,0
05-02-2023,Sha Tau Kok,Departure,0,0,0,0
05-02-2023,Shenzhen Bay,Arrival,5666,1795,131,7592
05-02-2023,Shenzhen Bay,Departure,2156,2211,517,4884
05-02-2023,China Ferry Terminal,Arrival,411,107,19,537
05-02-2023,China Ferry Terminal,Departure,209,210,32,451
05-02-2023,Harbour Control,Arrival,0,0,0,0
05-02-2023,Harbour Control,Departure,0,0,0,0
05-02-2023,Kai Tak Cruise Terminal,Arrival,0,0,0,0
05-02-2023,Kai Tak Cruise Terminal,Departure,0,0,0,0
05-02-2023,Macau Ferry Terminal,Arrival,6015,113,633,6761
05-02-2023,Macau Ferry Terminal,Departure,4037,274,1076,5387
06-02-2023,Airport,Arrival,17408,4946,6154,28508
06-02-2023,Airport,Departure,14145,3686,4586,22417
06-02-2023,Express Rail Link West Kowloon,Arrival,8179,3994,227,12400
06-02-2023,Express Rail Link West Kowloon,Departure,7532,3837,378,11747
06-02-2023,Hung Hom,Arrival,0,0,0,0
06-02-2023,Hung Hom,Departure,0,0,0,0
06-02-2023,Lo Wu,Arrival,26392,3865,62,30319
06-02-2023,Lo Wu,Departure,29686,3828,142,33656
06-02-2023,Lok Ma Chau Spur Line,Arrival,21464,4269,80,25813
06-02-2023,Lok Ma Chau Spur Line,Departure,23312,4419,155,27886
06-02-2023,Heung Yuen Wai,Arrival,2170,402,3,2575
06-02-2023,Heung Yuen Wai,Departure,2813,363,6,3182
06-02-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,13709,1087,2113,16909
06-02-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,12584,901,2310,15795
06-02-2023,Lok Ma Chau,Arrival,2876,532,24,3432
06-02-2023,Lok Ma Chau,Departure,3899,476,62,4437
06-02-2023,Man Kam To,Arrival,1148,370,7,1525
06-02-2023,Man Kam To,Departure,1029,270,2,1301
06-02-2023,Sha Tau Kok,Arrival,0,0,0,0
06-02-2023,Sha Tau Kok,Departure,0,0,0,0
06-02-2023,Shenzhen Bay,Arrival,10622,3605,159,14386
06-02-2023,Shenzhen Bay,Departure,11203,3640,524,15367
06-02-2023,China Ferry Terminal,Arrival,537,252,16,805
06-02-2023,China Ferry Terminal,Departure,631,187,24,842
06-02-2023,Harbour Control,Arrival,0,0,0,0
06-02-2023,Harbour Control,Departure,0,0,0,0
06-02-2023,Kai Tak Cruise Terminal,Arrival,0,0,0,0
06-02-2023,Kai Tak Cruise Terminal,Departure,0,0,0,0
06-02-2023,Macau Ferry Terminal,Arrival,4394,265,755,5414
06-02-2023,Macau Ferry Terminal,Departure,4440,273,762,5475
07-02-2023,Airport,Arrival,14729,4539,5653,24921
07-02-2023,Airport,Departure,13399,3598,4811,21808
07-02-2023,Express Rail Link West Kowloon,Arrival,6251,4349,184,10784
07-02-2023,Express Rail Link West Kowloon,Departure,6111,3368,333,9812
07-02-2023,Hung Hom,Arrival,0,0,0,0
07-02-2023,Hung Hom,Departure,0,0,0,0
07-02-2023,Lo Wu,Arrival,28657,4175,122,32954
07-02-2023,Lo Wu,Departure,28787,3838,210,32835
07-02-2023,Lok Ma Chau Spur Line,Arrival,21265,4334,101,25700
07-02-2023,Lok Ma Chau Spur Line,Departure,21572,3937,146,25655
07-02-2023,Heung Yuen Wai,Arrival,3015,518,8,3541
07-02-2023,Heung Yuen Wai,Departure,3316,409,9,3734
07-02-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,12158,1159,1962,15279
07-02-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,11821,929,2187,14937
07-02-2023,Lok Ma Chau,Arrival,4583,691,38,5312
07-02-2023,Lok Ma Chau,Departure,3404,583,47,4034
07-02-2023,Man Kam To,Arrival,947,328,5,1280
07-02-2023,Man Kam To,Departure,814,247,6,1067
07-02-2023,Sha Tau Kok,Arrival,0,0,0,0
07-02-2023,Sha Tau Kok,Departure,0,0,0,0
07-02-2023,Shenzhen Bay,Arrival,9849,3688,141,13678
07-02-2023,Shenzhen Bay,Departure,9876,3314,439,13629
07-02-2023,China Ferry Terminal,Arrival,390,258,26,674
07-02-2023,China Ferry Terminal,Departure,510,191,22,723
07-02-2023,Harbour Control,Arrival,0,0,0,0
07-02-2023,Harbour Control,Departure,0,0,0,0
07-02-2023,Kai Tak Cruise Terminal,Arrival,0,0,0,0
07-02-2023,Kai Tak Cruise Terminal,Departure,0,0,0,0
07-02-2023,Macau Ferry Terminal,Arrival,4338,244,866,5448
07-02-2023,Macau Ferry Terminal,Departure,4304,337,806,5447
08-02-2023,Airport,Arrival,14464,4953,6021,25438
08-02-2023,Airport,Departure,14257,3978,4614,22849
08-02-2023,Express Rail Link West Kowloon,Arrival,5908,5049,259,11216
08-02-2023,Express Rail Link West Kowloon,Departure,6346,3873,325,10544
08-02-2023,Hung Hom,Arrival,0,0,0,0
08-02-2023,Hung Hom,Departure,0,0,0,0
08-02-2023,Lo Wu,Arrival,29873,4991,158,35022
08-02-2023,Lo Wu,Departure,29914,4546,238,34698
08-02-2023,Lok Ma Chau Spur Line,Arrival,22491,4946,95,27532
08-02-2023,Lok Ma Chau Spur Line,Departure,22402,4572,133,27107
08-02-2023,Heung Yuen Wai,Arrival,3358,649,5,4012
08-02-2023,Heung Yuen Wai,Departure,3768,513,6,4287
08-02-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,11819,1088,2123,15030
08-02-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,11629,1148,2166,14943
08-02-2023,Lok Ma Chau,Arrival,4346,842,29,5217
08-02-2023,Lok Ma Chau,Departure,3471,663,67,4201
08-02-2023,Man Kam To,Arrival,1119,382,2,1503
08-02-2023,Man Kam To,Departure,923,227,10,1160
08-02-2023,Sha Tau Kok,Arrival,0,0,0,0
08-02-2023,Sha Tau Kok,Departure,0,0,0,0
08-02-2023,Shenzhen Bay,Arrival,10381,4288,189,14858
08-02-2023,Shenzhen Bay,Departure,10585,3708,456,14749
08-02-2023,China Ferry Terminal,Arrival,419,278,23,720
08-02-2023,China Ferry Terminal,Departure,497,254,18,769
08-02-2023,Harbour Control,Arrival,0,0,0,0
08-02-2023,Harbour Control,Departure,0,0,0,0
08-02-2023,Kai Tak Cruise Terminal,Arrival,0,0,0,0
08-02-2023,Kai Tak Cruise Terminal,Departure,0,0,0,0
08-02-2023,Macau Ferry Terminal,Arrival,3999,326,770,5095
08-02-2023,Macau Ferry Terminal,Departure,4256,382,770,5408
09-02-2023,Airport,Arrival,13494,5226,7014,25734
09-02-2023,Airport,Departure,15208,3904,4593,23705
09-02-2023,Express Rail Link West Kowloon,Arrival,5609,5639,300,11548
09-02-2023,Express Rail Link West Kowloon,Departure,6621,4793,337,11751
09-02-2023,Hung Hom,Arrival,0,0,0,0
09-02-2023,Hung Hom,Departure,0,0,0,0
09-02-2023,Lo Wu,Arrival,29434,5165,165,34764
09-02-2023,Lo Wu,Departure,31759,5188,229,37176
09-02-2023,Lok Ma Chau Spur Line,Arrival,22922,5198,111,28231
09-02-2023,Lok Ma Chau Spur Line,Departure,23350,4884,156,28390
09-02-2023,Heung Yuen Wai,Arrival,3792,729,11,4532
09-02-2023,Heung Yuen Wai,Departure,4086,555,7,4648
09-02-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,12321,1182,2179,15682
09-02-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,13072,1222,2105,16399
09-02-2023,Lok Ma Chau,Arrival,4322,804,40,5166
09-02-2023,Lok Ma Chau,Departure,3487,868,78,4433
09-02-2023,Man Kam To,Arrival,1183,374,7,1564
09-02-2023,Man Kam To,Departure,923,240,2,1165
09-02-2023,Sha Tau Kok,Arrival,0,0,0,0
09-02-2023,Sha Tau Kok,Departure,0,0,0,0
09-02-2023,Shenzhen Bay,Arrival,10257,4541,195,14993
09-02-2023,Shenzhen Bay,Departure,11363,4178,398,15939
09-02-2023,China Ferry Terminal,Arrival,491,335,23,849
09-02-2023,China Ferry Terminal,Departure,610,253,32,895
09-02-2023,Harbour Control,Arrival,0,0,0,0
09-02-2023,Harbour Control,Departure,0,0,0,0
09-02-2023,Kai Tak Cruise Terminal,Arrival,0,0,0,0
09-02-2023,Kai Tak Cruise Terminal,Departure,0,0,0,0
09-02-2023,Macau Ferry Terminal,Arrival,3676,415,974,5065
09-02-2023,Macau Ferry Terminal,Departure,4551,544,972,6067
10-02-2023,Airport,Arrival,14019,4865,7265,26149
10-02-2023,Airport,Departure,17789,4472,5570,27831
10-02-2023,Express Rail Link West Kowloon,Arrival,6284,8134,408,14826
10-02-2023,Express Rail Link West Kowloon,Departure,10528,4207,309,15044
10-02-2023,Hung Hom,Arrival,0,0,0,0
10-02-2023,Hung Hom,Departure,0,0,0,0
10-02-2023,Lo Wu,Arrival,31738,7300,197,39235
10-02-2023,Lo Wu,Departure,43034,6967,251,50252
10-02-2023,Lok Ma Chau Spur Line,Arrival,24623,7124,135,31882
10-02-2023,Lok Ma Chau Spur Line,Departure,33876,6493,146,40515
10-02-2023,Heung Yuen Wai,Arrival,4139,1119,5,5263
10-02-2023,Heung Yuen Wai,Departure,5872,835,10,6717
10-02-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,13913,1834,3192,18939
10-02-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,18440,1604,2596,22640
10-02-2023,Lok Ma Chau,Arrival,4798,1224,51,6073
10-02-2023,Lok Ma Chau,Departure,4745,1165,81,5991
10-02-2023,Man Kam To,Arrival,1110,453,7,1570
10-02-2023,Man Kam To,Departure,1257,303,8,1568
10-02-2023,Sha Tau Kok,Arrival,0,0,0,0
10-02-2023,Sha Tau Kok,Departure,0,0,0,0
10-02-2023,Shenzhen Bay,Arrival,11657,6124,260,18041
10-02-2023,Shenzhen Bay,Departure,16962,5181,392,22535
10-02-2023,China Ferry Terminal,Arrival,556,404,26,986
10-02-2023,China Ferry Terminal,Departure,862,329,23,1214
10-02-2023,Harbour Control,Arrival,0,0,0,0
10-02-2023,Harbour Control,Departure,0,0,0,0
10-02-2023,Kai Tak Cruise Terminal,Arrival,0,0,0,0
10-02-2023,Kai Tak Cruise Terminal,Departure,0,0,0,0
10-02-2023,Macau Ferry Terminal,Arrival,3941,449,1104,5494
10-02-2023,Macau Ferry Terminal,Departure,5774,514,709,6997
11-02-2023,Airport,Arrival,15727,4650,6667,27044
11-02-2023,Airport,Departure,16394,4234,5723,26351
11-02-2023,Express Rail Link West Kowloon,Arrival,6555,10819,560,17934
11-02-2023,Express Rail Link West Kowloon,Departure,11252,6111,365,17728
11-02-2023,Hung Hom,Arrival,0,0,0,0
11-02-2023,Hung Hom,Departure,0,0,0,0
11-02-2023,Lo Wu,Arrival,35701,9099,240,45040
11-02-2023,Lo Wu,Departure,54035,10444,327,64806
11-02-2023,Lok Ma Chau Spur Line,Arrival,25950,10521,203,36674
11-02-2023,Lok Ma Chau Spur Line,Departure,41702,9971,253,51926
11-02-2023,Heung Yuen Wai,Arrival,5480,2364,32,7876
11-02-2023,Heung Yuen Wai,Departure,8230,1351,22,9603
11-02-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,17731,1692,6389,25812
11-02-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,28900,1612,5064,35576
11-02-2023,Lok Ma Chau,Arrival,6045,1171,44,7260
11-02-2023,Lok Ma Chau,Departure,6759,1438,98,8295
11-02-2023,Man Kam To,Arrival,779,609,13,1401
11-02-2023,Man Kam To,Departure,1207,386,14,1607
11-02-2023,Sha Tau Kok,Arrival,0,0,0,0
11-02-2023,Sha Tau Kok,Departure,0,0,0,0
11-02-2023,Shenzhen Bay,Arrival,11734,7579,444,19757
11-02-2023,Shenzhen Bay,Departure,17224,7039,568,24831
11-02-2023,China Ferry Terminal,Arrival,473,356,35,864
11-02-2023,China Ferry Terminal,Departure,761,274,21,1056
11-02-2023,Harbour Control,Arrival,0,0,0,0
11-02-2023,Harbour Control,Departure,0,0,0,0
11-02-2023,Kai Tak Cruise Terminal,Arrival,2,0,356,358
11-02-2023,Kai Tak Cruise Terminal,Departure,0,0,0,0
11-02-2023,Macau Ferry Terminal,Arrival,4811,478,1483,6772
11-02-2023,Macau Ferry Terminal,Departure,7119,452,973,8544
12-02-2023,Airport,Arrival,17921,4288,6717,28926
12-02-2023,Airport,Departure,16926,4720,7800,29446
12-02-2023,Express Rail Link West Kowloon,Arrival,10396,8442,343,19181
12-02-2023,Express Rail Link West Kowloon,Departure,6831,8241,527,15599
12-02-2023,Hung Hom,Arrival,0,0,0,0
12-02-2023,Hung Hom,Departure,0,0,0,0
12-02-2023,Lo Wu,Arrival,64259,8373,149,72781
12-02-2023,Lo Wu,Departure,35650,11054,296,47000
12-02-2023,Lok Ma Chau Spur Line,Arrival,45070,8374,163,53607
12-02-2023,Lok Ma Chau Spur Line,Departure,25999,10585,295,36879
12-02-2023,Heung Yuen Wai,Arrival,9036,1813,30,10879
12-02-2023,Heung Yuen Wai,Departure,6222,1300,21,7543
12-02-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,33711,1580,4675,39966
12-02-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,19729,1795,6654,28178
12-02-2023,Lok Ma Chau,Arrival,11257,1129,45,12431
12-02-2023,Lok Ma Chau,Departure,4611,1431,86,6128
12-02-2023,Man Kam To,Arrival,1422,461,2,1885
12-02-2023,Man Kam To,Departure,670,316,15,1001
12-02-2023,Sha Tau Kok,Arrival,0,0,0,0
12-02-2023,Sha Tau Kok,Departure,0,0,0,0
12-02-2023,Shenzhen Bay,Arrival,23773,6477,309,30559
12-02-2023,Shenzhen Bay,Departure,12708,7125,615,20448
12-02-2023,China Ferry Terminal,Arrival,949,316,22,1287
12-02-2023,China Ferry Terminal,Departure,481,390,41,912
12-02-2023,Harbour Control,Arrival,0,0,0,0
12-02-2023,Harbour Control,Departure,0,0,0,0
12-02-2023,Kai Tak Cruise Terminal,Arrival,0,0,0,0
12-02-2023,Kai Tak Cruise Terminal,Departure,92,0,260,352
12-02-2023,Macau Ferry Terminal,Arrival,6289,395,794,7478
12-02-2023,Macau Ferry Terminal,Departure,4934,619,1288,6841
13-02-2023,Airport,Arrival,15957,5122,6676,27755
13-02-2023,Airport,Departure,13582,4093,6160,23835
13-02-2023,Express Rail Link West Kowloon,Arrival,7736,7028,246,15010
13-02-2023,Express Rail Link West Kowloon,Departure,7004,5959,447,13410
13-02-2023,Hung Hom,Arrival,0,0,0,0
13-02-2023,Hung Hom,Departure,0,0,0,0
13-02-2023,Lo Wu,Arrival,38603,7942,168,46713
13-02-2023,Lo Wu,Departure,36034,8509,200,44743
13-02-2023,Lok Ma Chau Spur Line,Arrival,27926,6600,104,34630
13-02-2023,Lok Ma Chau Spur Line,Departure,26154,6246,130,32530
13-02-2023,Heung Yuen Wai,Arrival,5204,1372,20,6596
13-02-2023,Heung Yuen Wai,Departure,5366,912,9,6287
13-02-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,16079,1490,2314,19883
13-02-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,14727,1570,2739,19036
13-02-2023,Lok Ma Chau,Arrival,6282,1319,55,7656
13-02-2023,Lok Ma Chau,Departure,4018,1175,98,5291
13-02-2023,Man Kam To,Arrival,1313,473,8,1794
13-02-2023,Man Kam To,Departure,1044,323,8,1375
13-02-2023,Sha Tau Kok,Arrival,0,0,0,0
13-02-2023,Sha Tau Kok,Departure,0,0,0,0
13-02-2023,Shenzhen Bay,Arrival,13328,5684,178,19190
13-02-2023,Shenzhen Bay,Departure,12763,5476,469,18708
13-02-2023,China Ferry Terminal,Arrival,597,389,19,1005
13-02-2023,China Ferry Terminal,Departure,646,284,26,956
13-02-2023,Harbour Control,Arrival,0,0,0,0
13-02-2023,Harbour Control,Departure,0,0,0,0
13-02-2023,Kai Tak Cruise Terminal,Arrival,0,0,0,0
13-02-2023,Kai Tak Cruise Terminal,Departure,0,0,0,0
13-02-2023,Macau Ferry Terminal,Arrival,5106,398,973,6477
13-02-2023,Macau Ferry Terminal,Departure,5044,542,928,6514
14-02-2023,Airport,Arrival,12967,4309,6452,23728
14-02-2023,Airport,Departure,12803,3926,5614,22343
14-02-2023,Express Rail Link West Kowloon,Arrival,5696,6277,280,12253
14-02-2023,Express Rail Link West Kowloon,Departure,6119,5983,395,12497
14-02-2023,Hung Hom,Arrival,0,0,0,0
14-02-2023,Hung Hom,Departure,0,0,0,0
14-02-2023,Lo Wu,Arrival,35054,7060,169,42283
14-02-2023,Lo Wu,Departure,34842,8975,246,44063
14-02-2023,Lok Ma Chau Spur Line,Arrival,24389,6639,136,31164
14-02-2023,Lok Ma Chau Spur Line,Departure,25687,6281,168,32136
14-02-2023,Heung Yuen Wai,Arrival,4911,1520,12,6443
14-02-2023,Heung Yuen Wai,Departure,5562,990,6,6558
14-02-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,14499,1377,2129,18005
14-02-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,13948,1553,2233,17734
14-02-2023,Lok Ma Chau,Arrival,4676,1053,58,5787
14-02-2023,Lok Ma Chau,Departure,3893,1123,100,5116
14-02-2023,Man Kam To,Arrival,1162,469,11,1642
14-02-2023,Man Kam To,Departure,969,302,12,1283
14-02-2023,Sha Tau Kok,Arrival,0,0,0,0
14-02-2023,Sha Tau Kok,Departure,0,0,0,0
14-02-2023,Shenzhen Bay,Arrival,11702,5425,212,17339
14-02-2023,Shenzhen Bay,Departure,11554,5656,499,17709
14-02-2023,China Ferry Terminal,Arrival,481,308,15,804
14-02-2023,China Ferry Terminal,Departure,465,348,29,842
14-02-2023,Harbour Control,Arrival,0,0,0,0
14-02-2023,Harbour Control,Departure,0,0,0,0
14-02-2023,Kai Tak Cruise Terminal,Arrival,0,0,0,0
14-02-2023,Kai Tak Cruise Terminal,Departure,0,0,0,0
14-02-2023,Macau Ferry Terminal,Arrival,4254,422,828,5504
14-02-2023,Macau Ferry Terminal,Departure,4760,607,941,6308
15-02-2023,Airport,Arrival,14140,4821,7383,26344
15-02-2023,Airport,Departure,15365,4397,5550,25312
15-02-2023,Express Rail Link West Kowloon,Arrival,6336,7453,331,14120
15-02-2023,Express Rail Link West Kowloon,Departure,7152,5835,418,13405
15-02-2023,Hung Hom,Arrival,0,0,0,0
15-02-2023,Hung Hom,Departure,0,0,0,0
15-02-2023,Lo Wu,Arrival,36779,8236,198,45213
15-02-2023,Lo Wu,Departure,35430,9462,283,45175
15-02-2023,Lok Ma Chau Spur Line,Arrival,26549,7139,129,33817
15-02-2023,Lok Ma Chau Spur Line,Departure,25290,6527,155,31972
15-02-2023,Heung Yuen Wai,Arrival,5188,1548,13,6749
15-02-2023,Heung Yuen Wai,Departure,5536,1050,14,6600
15-02-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,14527,1833,2479,18839
15-02-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,13021,1602,2534,17157
15-02-2023,Lok Ma Chau,Arrival,5236,1281,40,6557
15-02-2023,Lok Ma Chau,Departure,3920,1346,118,5384
15-02-2023,Man Kam To,Arrival,1138,491,11,1640
15-02-2023,Man Kam To,Departure,970,285,11,1266
15-02-2023,Sha Tau Kok,Arrival,0,0,0,0
15-02-2023,Sha Tau Kok,Departure,0,0,0,0
15-02-2023,Shenzhen Bay,Arrival,12238,6169,255,18662
15-02-2023,Shenzhen Bay,Departure,12065,5458,554,18077
15-02-2023,China Ferry Terminal,Arrival,480,436,39,955
15-02-2023,China Ferry Terminal,Departure,562,323,40,925
15-02-2023,Harbour Control,Arrival,0,0,0,0
15-02-2023,Harbour Control,Departure,0,0,0,0
15-02-2023,Kai Tak Cruise Terminal,Arrival,0,0,0,0
15-02-2023,Kai Tak Cruise Terminal,Departure,0,0,0,0
15-02-2023,Macau Ferry Terminal,Arrival,4850,534,908,6292
15-02-2023,Macau Ferry Terminal,Departure,4493,621,887,6001
16-02-2023,Airport,Arrival,13690,5449,7430,26569
16-02-2023,Airport,Departure,15655,4072,5573,25300
16-02-2023,Express Rail Link West Kowloon,Arrival,5923,7993,294,14210
16-02-2023,Express Rail Link West Kowloon,Departure,7327,6469,363,14159
16-02-2023,Hung Hom,Arrival,0,0,0,0
16-02-2023,Hung Hom,Departure,0,0,0,0
16-02-2023,Lo Wu,Arrival,36583,8664,202,45449
16-02-2023,Lo Wu,Departure,37562,10355,281,48198
16-02-2023,Lok Ma Chau Spur Line,Arrival,25363,7531,160,33054
16-02-2023,Lok Ma Chau Spur Line,Departure,26417,7002,151,33570
16-02-2023,Heung Yuen Wai,Arrival,5087,1737,6,6830
16-02-2023,Heung Yuen Wai,Departure,5808,1020,6,6834
16-02-2023,Hong Kong-Zhuhai-Macao Bridge,Arrival,13974,1683,2277,17934
16-02-2023,Hong Kong-Zhuhai-Macao Bridge,Departure,14399,1747,2293,18439
16-02-2023,Lok Ma Chau,Arrival,4734,1149,89,5972
16-02-2023,Lok Ma Chau,Departure,3872,1410,105,5387
16-02-2023,Man Kam To,Arrival,1156,454,4,1614
16-02-2023,Man Kam To,Departure,968,320,7,1295
16-02-2023,Sha Tau Kok,Arrival,0,0,0,0
16-02-2023,Sha Tau Kok,Departure,0,0,0,0
16-02-2023,Shenzhen Bay,Arrival,11896,7397,273,19566
16-02-2023,Shenzhen Bay,Departure,12705,6438,414,19557
16-02-2023,China Ferry Terminal,Arrival,521,455,23,999
16-02-2023,China Ferry Terminal,Departure,639,335,12,986
16-02-2023,Harbour Control,Arrival,0,0,0,0
16-02-2023,Harbour Control,Departure,0,0,0,0
16-02-2023,Kai Tak Cruise Terminal,Arrival,4,0,273,277
16-02-2023,Kai Tak Cruise Terminal,Departure,0,0,0,0
16-02-2023,Macau Ferry Terminal,Arrival,4278,592,960,5830
16-02-2023,Macau Ferry Terminal,Departure,4968,720,1023,6711
17-02-2023,Airport,Arrival,15179,5341,7799,28319
17-02-2023,Airport,Departure,17401,4603,6906,28910
